document	token_label	emotion_label
"27th and 28th I now gave all my men presents for the severe trials they had experienced in the wilderness forgetting as I told them the merciless manner in which they had plundered me but as I have a trifle more in proportion to the three sole remaining pagazis because they had not finished their work my men were all discontented and wished to throw back their presents saying I did not love them although they were ""perminents "" as much as the ""temperaries."""	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O	disgust
-Days rolled on and nothing was done in particular-- beyond increasing my stock of knowledge of distant places and people enlarging my zoological collection and taking long series of astronomical observations--until the 13th when the whole of Kaze was depressed by a sad scene of mourning and tears Some slaves came in that night--having made their way through the woods from Ugogo avoiding the track to save themselves from detection-- and gave information that Snay Jafu and five other Arabs had been killed as well as a great number of slaves.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
The Arabs after the first burst of their grief was over came to me again in a body and begged me to assist them for they were utterly undone Manua Sera prevented their direct communication with their detachment at Mdaburu and that again was cut off from their caravans at Kanyenye by the Mzanza people and in fact all the Wagogo	O O O O O O O O B-EMO I-EMO O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
Her old mistress she said died well stricken in years and as she had succeeded her the people of her country invited Singinya to marry her because feuds had arisen about the rights of succession and it was better a prince whom they thought best suited by birth and good qualities should head their warriors and keep all in order At that moment Singinya was out in the field fighting his enemies and she was sure when he heard I was here that he would be very sorry he had missed seeing me.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU	sadness
He used to trade in ivory on account of some Arabs at Zanzibar On crossing Usui he once had a fight with one of the chiefs of the country and killed him but he got through all right because the natives after two or three of their number had been killed dispersed and feared to come near his musket again He visited Uganda when the late king Sunna was living and even traded Usoga	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O	fear
Adding a little advice of his own Sheikh Said pressed me to go on with the journey as fast as possible because all the Arabs had accused me of conspiring with Manua Sera and would turn against me unless I soon got away.	O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O	disgust
"He was a fine- looking young man about thirty years old the husband of thirty wives but he had only three children Much surprised at the various articles composing our kit he remarked that our ""sleeping-clothes""--blankets--were much better than his royal robes but of all things that amused him most were our picture- books especially some birds drawn by Wolf."	O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	surprise
after being humbugged so many times by his procrastinations I gave Sheikh Said more letters and specimens with orders to take the Tots down to the coast as soon as practicable and started once more for the north expecting very shortly to hear of Musa's death though he promised to follow me the very next day or die in the attempt and he also said he would bring on the four men required by Suwarora for I was fully satisfied in my mind that he would have marched with me then had he had the resolution to do so at all.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness
"My patience was beginning to suffer again for I could not help thinking that the chiefs of the place were preventing their village men going with me in order that my presence here might ward of the Watuta so I called up the kirangozi who had thirteen ""Watoto "" as they are called or children of his own wishing to go and asked him if he knew why no other men could be got."	O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
My men had greatly amused him by firing their guns off and showing him the use of their sword-bayonets I knew as a matter of course that if I stopped any longer I should be teased for more cloths and gave orders to my men to march the same instant saying if they did not--for I saw them hesitate--I would give the cows to the villagers since I knew that was the thing that weighed on their minds.	O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
"This provoked fresh squabbles The drums had beaten and the tax was settled I could not pay more The kirangozi however said he would not move a peg unless I gave something more else he would be seized on his way back His ""children' all said the same and as I thought Grant would only be worsted if I did not keep friends with the scoundrel I gave four yards more merikani and then went on my way."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O	sadness
At length giving in I entered Ruhe's boma the poles of which were decked with the skulls of his enemies stuck upon them Instead however of seeing him myself as he feared my evil eye I conducted the arrangements for the hongo through Baraka in the same way as I did at M'yonga's directing that it should be limited to the small sum of one barsati and four yards kiniki.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
This was too provoking The perpetual worry had given Baraka a fever and had made me feel quite sick so I said if he ever mentioned a gun or lucifers again I would fight the matter out with him for I had not come there to be bullied He then gave way and begged I would allow my men to fire a volley outside his boma as the Watuta were living behind a small line of granitic hills flanking the west of his district and he wished to show them what a powerful force he had got with him.	O O O O O O B-EMO I-EMO B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
I then told the Pig and Baraka to settle at once They no sooner did so than the drums beat and Makaka in the best humour possible came over to say I had permission to go when I liked but he hoped I would give him a gun and a box of lucifers This was too provoking The perpetual worry had given Baraka a fever and had made me feel quite sick so I said if he ever mentioned a gun or lucifers again I would fight the matter out with him for I had not come there to be bullied.	O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
Whilst engaged in this operation Baraka accompanied by Wadimoyo (Heart's-stream) another of my freeman approached me in great consternation whispering to themselves They said they had some fearful news to communicate which when I heard it they knew would deter our progress: it was of such great moment and magnitude they thought they could not deliver it then.	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O	fear
"Then Baraka said ""I have just heard from Makaka that a man who arrived from Usui only a few minutes ago has said Suwarora is so angry with the Arabs that he has detained one caravan of theirs in his country and separating the whole of their men has placed each of them in different bomas with orders to his village officers that in case the Watuta came into his country without further ceremony they were to be all put to death."""	O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	anger
"This was a fearful drain on my store but the Pig seeing my concern merely laughed at it and said ""Oh these savage chiefs are all alike here you will have one of these taxes to pay every stage to Uyofu and then the heavy work will begin for all these men although they assume the dignity of chief to themselves are mere officers who have to pay tribute to Suwarora and he would be angry if they were shortcoming."""	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU	anger
These two slaves both of whom knew all the chiefs and languages up to and including Uganda promised me faithfully they would go with Bombay on to Usui and bring back porters in sufficient number for Grant and myself to go on together They laughed at the stories I told them of the terror that had seized Baraka and all the Wanguana and told me as old Musa had often done before that those men especially Baraka had from their first leaving Kaze made up their minds they would not enter Usui or go anywhere very far north.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
Then turning to the animals he roared over each one in turn as he examined them and called out their names My bull's-eye lantern he coveted so much I had to pretend exceeding anger to stop his further importunities He then began again begging for lucifers which charmed him so intensely I thought I should never get rid of him.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O	anger
whilst in the valley there were not only magnificent trees of extraordinary height but also a surprising amount of the richest cultivation amongst which the banana may be said to prevail Notwithstanding this apparent richness in the land the Wanyambo living in their small squalid huts seem poor The tobacco they smoke is imported from the coffee-growing country of Uhaiya.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O B-EMO O O O O O O O O O O O O	disgust
Leaving the valley of Uthenga we rose over the spur of N'yamwara where we found we had attained the delightful altitude of 5000 odd feet @ Oh how we enjoyed it every one feeling so happy at the prospect of meeting so soon the good king Rumanika Tripping down the greensward we now worked our way to the Rozoka valley and pitched our tents in the village.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O	happiness
Now the real facts of the case were these--though I did not find them out at the time:-- Baraka had bought some slaves with my effects and he had had a fight with some of my men because they tampered with his temporary wife--a princess he had picked up in Phunze To obtain her hand he had given ten necklaces of MY beads to her mother and had agreed to the condition that he should keep the girl during the journey and after it was over and he took her home he would if his wife pleased him give her mother ten necklaces more.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness
