clause	token_label	emotion-label	doc_id
made many trite remarks concerning our plans	O O O O O O O	surprise	117
was surprised	O B-EMO	surprise	117
if my only object in view was to see the great river running out of the lake	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	117
that I did not go by the more direct route across the Masai country and Usoga	O O O O O O O O O O O O O O O O	surprise	117
Colonel Rigby	O O	happiness	118
who had at heart as much as anybody the success of the expedition	O O O O O O O O O O O O O	happiness	118
materially assisted me in accomplishing my object--that men accustomed to discipline and a knowledge of English honour and honesty should be enlisted	O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	118
to give confidence to the rest of the men	O O B-EMO O O O O O O	happiness	118
and he allowed me to select from his boat's crew any men I could find who had served as men-of-war	O O O O O O O O O O O O O O O O O O O O	happiness	118
and had seen active service in India.	O O O O O O O	happiness	118
On my return to Zanzibar	O O O O O	happiness	119
the Brisk sailed for the Mauritius	O O O O O O	happiness	119
but fortune sent Grant and myself on a different cruise	O O O O O O O O O O	happiness	119
Sultan Majid	O O	happiness	119
having heard that a slaver was lying at Pangani	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	119
and being anxious to show his good faith with the English	O O B-EMO O O O O O O O O	happiness	119
begged me to take command of one his vessels of war and run it down	O O O O O O O O O O O O O O O	happiness	119
Accordingly	O	happiness	119
embarking at noon	O O O	happiness	119
as soon as the vessel could be got ready	O O O O O O O O O	happiness	119
we lay-to that night at Tombat	O O O O O O	happiness	119
with a view of surprising the slaver next morning	O O O O O O O O O	happiness	119
We had a brave crew of young negroes to pull us	O O O O O O O O O O O	fear	120
but	O	fear	120
pull as they would	O O O O	fear	120
the current was so strong that we feared	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O B-EMO	fear	120
if we persisted	O O O	fear	120
we should be drawn into the broad Indian Ocean	O O O O O O O O O	fear	120
so	O	fear	120
changing our line	O O O	fear	120
we bore into the little coralline island	O O O O O O O	fear	120
Maziwa	O	fear	120
where	O	fear	120
after riding over some ugly coral surfs	O O O O O O O	fear	120
we put in for the night.	O O O O O O	fear	120
They both knew Hindustani	O O O O	happiness	123
but while Rahan's services at sea had been short	O O O O O O O O O	happiness	123
Baraka had served nearly all his life with Englishmen--was the smartest and most intelligent negro I ever saw--was invaluable to Colonel Rigby as a detector of slave-traders	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O B-EMO O O O O O O O O O O O O O O O O	happiness	123
and enjoyed his confidence completely--so much so	O O O O O O O	happiness	123
that he said	O O O	happiness	123
on parting with him	O O O O	happiness	123
that he did not know where he should be able to find another man to fill his post.	O O O O O O O O O O O O O O O O O O	happiness	123
wo taxes in five miles was a thing unheard of	O O O O O O O O O O	fear	124
and I heard no more about the matter	O O O O O O O O	fear	124
until Bombay in the evening told me how Sheikh Said	O O O O O O O O O O	fear	124
fearing awkward consequences	B-EMO B-CAU I-CAU	fear	124
had settled to give two dubuani	O O O O O O	fear	124
one being taken from his own store	O O O O O O O	fear	124
Lion's Claw also turned up again	O O O O O O	fear	124
getting his cloths of yesterday--one more being added from the Sheikh's stores--and he was then advised to go off quietly	O O O O O O O O O O O O O O O O O O O O	fear	124
as I was a fire-eater whom nobody dared approach after my orders had been issued.	O O O O O O O O O O O O O O O	fear	124
At the advice of Musa	O O O O O	sadness	127
I sent Maula's son off at night to tell the old chief how sorry I was to find the Arabs so hot-headed I could not even effect an arrangement with them	O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	127
It was a great pity	O O O O B-EMO	sadness	127
for Manua Sera was so much liked by the Wanyamuezi	O O O O O O O O O O	sadness	127
they would	O O	sadness	127
had they been able	O O O O	sadness	127
have done anything to restore him.	O O O O O O	sadness	127
Next day the non-belligerent Arabs left in charge of the station	O O O O O O O O O O O	sadness	128
headed by my old friends Abdulla and Mohinna	O O O O O O O O	sadness	128
came to pay their respects again	O O O O O O	sadness	128
recognising in me	O O O	sadness	128
as they said	O O O	sadness	128
"a ""personification of their sultan"	O O O O O	sadness	128
""" and therefore considering what they were doing only due to my rank"	O O O O O O O O O O O O O	sadness	128
They regretted with myself that Snay was so hot-headed	O B-EMO O O O B-CAU I-CAU I-CAU I-CAU	sadness	128
for they themselves thought a treaty of peace would have been the best thing for them	O O O O O O O O O O O O O O O O	sadness	128
for they were more than half-ruined already	O O O O O O O	sadness	128
and saw no hope for the future	O O O O O O O	sadness	128
Then	O	sadness	128
turning to geography	O O O	sadness	128
I told Abdulla all I had written and lectured in England concerning his stories about navigators on the N'yanza	O O O O O O O O O O O O O O O O O O O	sadness	128
which I explained must be the Nile	O O O O O O O	sadness	128
and wished to know if I should alter it in any way:	O O O O O O O O O O O O	sadness	128
27th and 28th	O O O	disgust	129
I now gave all my men presents for the severe trials they had experienced in the wilderness	O O O O O O O O O O O O O O O O O	disgust	129
forgetting	O	disgust	129
as I told them	O O O O	disgust	129
the merciless manner in which they had plundered me	O O O O O O O O O	disgust	129
but as I have a trifle more in proportion	O O O O O O O O O	disgust	129
to the three sole remaining pagazis	O O O O O O	disgust	129
because they had not finished their work	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	disgust	129
my men were all discontented	O O O O B-EMO	disgust	129
and wished to throw back their presents	O O O O O O O	disgust	129
saying I did not love them	O O O O O O	disgust	129
"although they were ""perminents"	O O O O	disgust	129
""" as much as the ""temperaries."""	O O O O O O	disgust	129
-Days rolled on	O O O	sadness	130
and nothing was done in particular-- beyond increasing my stock of knowledge of distant places and people	O O O O O O O O O O O O O O O O O	sadness	130
enlarging my zoological collection	O O O O	sadness	130
and taking long series of astronomical observations--until the 13th	O O O O O O O O O	sadness	130
when the whole of Kaze was depressed by a sad scene of mourning and tears	O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	130
Some slaves came in that night--having made their way through the woods from Ugogo	O O O O O O O O O O O O O O	sadness	130
avoiding the track to save themselves from detection-- and gave information that Snay	O O O O O O O O O O O O O	sadness	130
Jafu	O	sadness	130
and five other Arabs	O O O O	sadness	130
had been killed	O O O	sadness	130
as well as a great number of slaves.	O O O O O O O O	sadness	130
The Arabs	O O	sadness	131
after the first burst of their grief was over	O O O O O O B-EMO I-EMO O	sadness	131
came to me again in a body	O O O O O O O	sadness	131
and begged me to assist them	O O B-CAU I-CAU I-CAU I-CAU	sadness	131
for they were utterly undone	O O O O O	sadness	131
Manua Sera prevented their direct communication with their detachment at Mdaburu	O O O O O O O O O O O	sadness	131
and that again was cut off from their caravans at Kanyenye by the Mzanza people	O O O O O O O O O O O O O O O	sadness	131
and in fact all the Wagogo	O O O O O O	sadness	131
Her old mistress	O O O	sadness	132
she said	O O	sadness	132
died well stricken in years	O O O O O	sadness	132
and	O	sadness	132
as she had succeeded her	O O O O O	sadness	132
the people of her country invited Singinya to marry her	O O O O O O O O O O	sadness	132
because feuds had arisen about the rights of succession	O O O O O O O O O	sadness	132
and it was better a prince	O O O O O O	sadness	132
whom they thought best suited by birth and good qualities	O O O O O O O O O O	sadness	132
should head their warriors	O O O O	sadness	132
and keep all in order	O O O O O	sadness	132
At that moment Singinya was out in the field fighting his enemies	O O O O O O O O O O O O	sadness	132
and she was sure	O O O O	sadness	132
when he heard I was here	O O O O O O	sadness	132
that he would be very sorry he had missed seeing me.	O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU	sadness	132
He used to trade in ivory	O O O O O O	fear	133
on account of some Arabs at Zanzibar	O O O O O O O	fear	133
On crossing Usui	O O O	fear	133
he once had a fight with one of the chiefs of the country and killed him	O O O O O O O O O O O O O O O O	fear	133
but he got through all right	O O O O O O	fear	133
because the natives	O O O	fear	133
after two or three of their number had been killed	O O O O O O O O O O	fear	133
dispersed	O	fear	133
and feared to come near his musket again	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU	fear	133
He visited Uganda when the late king Sunna was living	O O O O O O O O O O	fear	133
and even traded Usoga	O O O O	fear	133
Adding a little advice of his own	O O O O O O O	disgust	134
Sheikh Said pressed me to go on with the journey as fast as possible	O O O O O O O O O O O O O O	disgust	134
because all the Arabs had accused me of conspiring with Manua Sera	O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU	disgust	134
and would turn against me unless I soon got away.	O O O O O O O O O O	disgust	134
He was a fine- looking young man	O O O O O O O	surprise	135
about thirty years old	O O O O	surprise	135
the husband of thirty wives	O O O O O	surprise	135
but he had only three children	O O O O O O	surprise	135
Much surprised at the various articles composing our kit	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	135
"he remarked that our ""sleeping-clothes""--blankets--were much better than his royal robes"	O O O O O O O O O O O	surprise	135
but of all things that amused him most were our picture- books	O O O O O O O O O O O O	surprise	135
especially some birds drawn by Wolf.	O O O O O O	surprise	135
after being humbugged so many times by his procrastinations	O O O O O O O O O	happiness	136
I gave Sheikh Said more letters and specimens	O O O O O O O O	happiness	136
with orders to take the Tots down to the coast as soon as practicable	O O O O O O O O O O O O O O	happiness	136
and started once more for the north	O O O O O O O	happiness	136
expecting very shortly to hear of Musa's death	O O O O O O O O	happiness	136
though he promised to follow me the very next day or die in the attempt	O O O O O O O O O O O O O O O	happiness	136
and he also said he would bring on the four men required by Suwarora	O O O O O O O O O O O O O O	happiness	136
for I was fully satisfied in my mind that he would have marched with me then had he had the resolution to do so at all.	O O O O B-EMO O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	136
My patience was beginning to suffer again	O O O O O B-EMO O	sadness	138
for I could not help thinking that the chiefs of the place were preventing their village men going with me in order that my presence here might ward of the Watuta	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	138
so I called up the kirangozi	O O O O O O	sadness	138
"who had thirteen ""Watoto"	O O O O	sadness	138
""" as they are called"	O O O O O	sadness	138
or children of his own	O O O O O	sadness	138
wishing to go	O O O	sadness	138
and asked him if he knew why no other men could be got.	O O O O O O O O O O O O O	sadness	138
My men had greatly amused him by firing their guns off and showing him the use of their sword-bayonets	O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	139
I knew	O O	happiness	139
as a matter of course	O O O O O	happiness	139
that if I stopped any longer I should be teased for more cloths	O O O O O O O O O O O O O	happiness	139
and gave orders to my men to march the same instant	O O O O O O O O O O O	happiness	139
saying	O	happiness	139
if they did not--for I saw them hesitate--I would give the cows to the villagers	O O O O O O O O O O O O O O O	happiness	139
since I knew that was the thing that weighed on their minds.	O O O O O O O O O O O O	happiness	139
This provoked fresh squabbles	O O O O	sadness	140
The drums had beaten and the tax was settled	O O O O O O O O O	sadness	140
I could not pay more	O O O O O	sadness	140
The kirangozi	O O	sadness	140
however	O	sadness	140
said he would not move a peg unless I gave something more	O O O O O O O O O O O O	sadness	140
else he would be seized on his way back	O O O O O O O O O	sadness	140
"His ""children' all said the same"	O O O O O O	sadness	140
and as I thought Grant would only be worsted if I did not keep friends with the scoundrel	O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	140
I gave four yards more merikani	O O O O O O	sadness	140
and then went on my way.	O O O O O O	sadness	140
At length giving in	O O O O	fear	141
I entered Ruhe's boma	O O O O	fear	141
the poles of which were decked with the skulls of his enemies stuck upon them	O O O O O O O O O O O O O O O	fear	141
Instead	O	fear	141
however	O	fear	141
of seeing him myself	O O O O	fear	141
as he feared my evil eye	O O B-EMO B-CAU I-CAU I-CAU	fear	141
I conducted the arrangements for the hongo through Baraka	O O O O O O O O O	fear	141
in the same way as I did at M'yonga's	O O O O O O O O O	fear	141
directing that it should be limited to the small sum of one barsati and four yards kiniki.	O O O O O O O O O O O O O O O O O	fear	141
This was too provoking	O O O O	fear	142
The perpetual worry had given Baraka a fever	O O B-EMO I-EMO B-CAU I-CAU I-CAU I-CAU	fear	142
and had made me feel quite sick	O O O O O O O	fear	142
so I said	O O O	fear	142
if he ever mentioned a gun or lucifers again	O O O O O O O O O	fear	142
I would fight the matter out with him	O O O O O O O O	fear	142
for I had not come there to be bullied	O O O O O O O O O	fear	142
He then gave way	O O O O	fear	142
and begged I would allow my men to fire a volley outside his boma	O O O O O O O O O O O O O O	fear	142
as the Watuta were living behind a small line of granitic hills flanking the west of his district	O O O O O O O O O O O O O O O O O O	fear	142
